"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6286.92127962768","6613.56603628742","6844.99760641085","7042.47768418448","7409.49217546392","7539.90882741932","7819.11071471315","8247.47722666235","8428.74268957901","8428.94006327296","8811.52319821031","8946.28026185024","8986.43957759338","9227.63791862489","9921.47953969476","10556.7082369052","11465.687044989","12273.3265405324","12892.5465363607","12655.5302256965","13447.3572136452","14346.9278773358","14661.8316395839","15145.6965736061","15463.0300502299","15252.5390491408","15513.3414303551","16158.8719315494","16859.6488591016","17283.8355772987","16631.7015379563","18654.7651180854","20813.0537801243","21909.539508337","22806.4565625266",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943.193216785461","972.582607080795","980.06305370802","982.409506685241","984.657341363271","1035.42583614673","1085.23556022139","1137.20459836768","1167.57937337155","1205.85099747986","1260.74709159643","1323.45221267877","1381.91411594953","1450.24193719332","1549.79741317149","1678.96454840187","1809.4306559432","1950.94970988439","2070.07153229173","2125.00452726182","2234.49525280833","2315.16222646394","2382.33109365447","2506.2320875304","2665.1786037447","2732.11486911705","2860.1552869617","2988.21389040476","3213.41757056049","3416.04802166833","3453.15258840805","3666.72836241578","4032.43224770797","4219.8902376216","4393.99334796931",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850.489922179563","880.097771580544","877.060368822192","873.197260865465","873.16083011001","909.186327367535","943.611636906616","1005.38230819172","1034.24376716975","1055.5836379118","1087.56024860357","1131.99936836262","1179.11371851707","1236.832586377","1304.22587189253","1389.97476041345","1470.21097382946","1551.97738422156","1616.33332709501","1628.14215893818","1706.52603939734","1699.40289935399","1592.89959846419","1655.1960003789","1759.6379048059","1813.49068229771","1878.78789337604","1905.93916491333","1970.57245505412","2039.11153412331","1993.12016888636","2091.29514142609","2256.12042449329","2265.38657036007","2327.41511510511",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2527.4429525285","2712.72280210401","2850.95007502563","3067.38292688285","3260.46892513786","3454.27501156945","3581.6527659514","3803.88359600096","3952.04104435291","4103.38045092472","4367.80358982686","4328.19141111828","4522.32769639267","4849.86023449652","5215.88024436225","5678.746477775","6260.67990153689","6820.39310022152","7316.58626509646","7575.5798872358","8233.6266381136","9075.54549583927","10249.1670637487","11252.6311492148","11720.5978114201","12227.1714849513","13078.5605089072","13610.4723136618","14178.0225361887","14112.952504221","12940.9043295749","14316.1352225683","14193.6546217446","14455.6544414734","15632.5924849848",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1541.37314584387","1587.31503987032","1650.02969295722","1696.58934202618","1768.91687830264","1864.11688326296","1977.79766172736","2048.87104804998","2126.04374041813","2237.99437848153","2339.26573272265","2448.83344889931","2544.75880529924","2706.26373499816","2924.21271430497","3166.7520065499","3437.19195714223","3710.5957658876","3880.5286208319","4074.02910769466","4335.63648873651","4560.57433006364","4910.95108545593","5127.17696074739","5320.28878099251","5519.28962098072","5781.70663207443","6113.39677135255","6564.38486905035","6978.0769989","6939.11831513606","7652.71966358408","8616.13578345939","9377.30952462433","9989.81263822358",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2349.18981532213","2460.57037126682","2568.9839854662","2680.12974893637","2804.14110454424","2947.79845588146","3131.60435671567","3296.35356916345","3331.40376109745","3456.22476712775","3674.68766832477","3841.49180994859","4023.63871793823","4277.91121064886","4662.42949777193","5077.10628655162","5585.5335283954","6139.45605200533","6535.58487944242","6759.0253810538","7284.26254309641","7788.37638181463","8247.04662978553","8629.29525339719","8925.66626834593","9061.67576991851","9402.90293014012","9876.46556711665","10503.8661583","11066.2461330671","11064.5117790137","12322.5520813914","13694.3605561384","14750.9104066302","15611.8514042616",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","764.057315373577","829.936659219728","892.925255787736","931.984257384795","995.244143256362","1036.78808522046","1103.00202176293","1154.38234468055","1179.421705049","1198.69481991826","1272.924433991","1350.00529706535","1385.18222067454","1484.09584449257","1560.74877547924","1680.87364079911","1813.4444072345","1932.4266622594","2064.42311214194","2036.26308567654","2152.91528289768","2278.50142791066","2291.4956531127","2538.26310306049","2771.24496867163","3034.64692924848","2942.18153663921","2618.81820770145","2632.28775223004","2568.34114362719","2559.09776834929","2544.78249551214","2761.31105002216","2880.96631005119","2998.47039504253",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2912.68278452315","2989.53060550605","3057.11092395372","3235.1768872514","3421.29387065834","3655.43246890006","3878.97505374745","4120.2365396493","4234.63253224107","4446.49898382759","4833.72416772613","5160.04744292449","5538.4637529415","6026.01290747182","6653.12156351725","7372.03460479695","8391.98197014594","9435.05009215509","10385.2632622131","10778.2327830133","11728.0177562192","12806.6658242821","13699.0411198938","14484.9932373346","15033.6282900687","15128.2463915263","15650.4762259801","16552.8837274169","17894.0809006995","19204.3548347456","19498.1049175981","22182.263528938","24475.6214975723","26380.309067374","28233.0137935133",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8946.88581330575","8709.65564857499","7021.97877258004","6050.58544364228","5615.09121186818","5967.19145428301","6419.66406344336","7102.8812426819","7796.78718194725","7856.70659113875","8465.94329594005","9456.87328070018","10497.2666200199","12085.9566752899","13097.4375662948","14514.7832942166","16446.977802261","19113.9861386164","20735.7079776096","18167.6379038272","19827.948684184","22701.5546059767","24566.898703153","26563.3748975519","28005.7924124857","28853.9978560937","30772.6728449443","33591.5554071488","36491.9385223689","40563.8304884555","41262.7276941725","45873.5273239486","50498.3823963346","50914.8638146665","54413.9640682813",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29929.0521561855","33168.4287884896","34085.8238280804","35874.7047629493","37526.2619141439","38319.7630124135","39707.461526777","42477.7398314956","44267.1768586838","49844.6769627976","55124.2922512694","56141.7751664486","58575.6792717544","60199.8507967788","64694.4334161028","68787.8547494266","78878.0275161487","85129.1888169612","90970.7211980147","86873.2562419563","90346.0688268008","94475.0302265023","96636.426643956","100925.011992241","105296.284588232","107888.578352982","113365.176082265","114985.842235989","116638.414163882","121371.73990307","122066.739147202","136772.443753292","143381.897533689","142424.729887278","150772.358842278",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7447.94852886705","6761.93029990412","4759.77988472631","4722.00398503732","5011.63179851938","5341.5481059568","5636.10158163726","6308.92711124729","6878.64308395672","7199.81211587757","7840.88147857358","8861.65345708332","9756.29800792346","10565.7335109121","11761.314151214","13343.8894481784","15024.6361475622","17281.0422640276","18634.7309608539","16559.5227779875","17343.4658666613","18618.7015409025","20494.0464806476","21850.1266362473","22973.693280582","24137.87643586","25802.1555784173","27645.8226249652","29817.8047263182","32199.0960377091","32741.4207691987","36912.0130602161","39960.8443388997","41810.0065349083","43866.9592690499",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27940.8671102002","28520.8277712921","31334.9228393394","32590.1345713534","33582.3895037071","34334.8047009838","34330.5945214566","34641.4452958303","33033.7357492063","32320.7262428629","34692.5186472122","36220.6349752851","39650.0213306157","44610.288033384","56593.4134378282","60576.6177045103","67201.5209274347","75677.0459228862","76830.5859001478","79123.7270138142","99831.766339042","121075.843709867","133100.431084191","149793.695123089","145113.947357173","108916.86260993","107906.815674246","120983.492894337","129726.754015517","126160.45417335","57220.817061871","74177.7825248277","64373.9256913291","116491.377161798","128267.62341957",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2776.82250976563","3025.00708007813","2979.068359375","2979.28686523438","3314.78149414063","3152.42724609375","3551.25610351563","3502.00805664063","3740.35913085938","3800.6298828125","3930.22314453125","4268.86962890625","4436.4287109375","4741.0615234375","5024.6943359375","5274.74169921875","5780.6181640625","6057.935546875","6437.0634765625","6628.57666015625","6848.66748046875","7274.1474609375","7307.6123046875","7542.0986328125","7237.27734375","7799.09228515625","7853.17626953125","8115.12060546875","7801.0986328125","8046.22900390625","7704.84912109375","8623.265625","9283.92578125","9842.888671875","10305.0546875",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6894.51372339552","5979.90789131835","4337.2468015914","4394.14185932458","3110.82300818682","3145.94580519356","3021.30988325621","3135.60702546224","2964.60151650533","2909.85035000128","3044.67050577354","3310.52882645877","3632.61091825467","3959.95150996029","4378.17475782467","4865.93456430334","5271.38970435336","5589.5685077365","6153.35152147981","5827.17888882857","6323.06287905206","6832.94156502961","7254.66249032313","8232.5238047368","8643.06431435343","9197.61838204272","10325.8404896126","11252.1135465283","11868.1955463223","13413.2232935126","13527.4413130967","15682.0703284653","16452.9621236034","17746.940549966","18716.5133942394",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165.82092420717","1095.98699618488","1100.5789685005","1115.76728424914","1104.26113402505","1110.65249225111","1118.76916210987","1142.30166097791","1161.75088846904","1194.1502466887","1235.78733941908","1298.56378873164","1121.08749552772","1218.83563168796","1279.54611058565","1342.51929937145","1416.40465948998","1493.37545004972","1577.33838928618","1479.82980025947","1463.87646786391","1475.17055178114","1463.61756926447","1473.40398077255","1498.83976908219","1496.61172412841","1561.51962374608","1546.88001890817","1546.59563549795","1612.29772715626","1490.32312837866","1577.43246056586","1716.9788487377","1808.44779037914","1883.53743113319",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4527.59399528568","4604.02957243725","4881.12710070141","5137.91070692405","5520.41822993116","6223.48279182285","6686.99410746572","7225.92898314444","7710.31812904907","8161.99617757382","8526.28985996399","8235.8026935606","8822.5172659896","10065.4858126156","10769.774343441","9704.44335108513","12075.1455941154","12851.7923349261","13778.8197774822","12265.7930466677","12797.3279369096","13726.3262132076","13988.5973904797","15264.0907112539","16722.5238573252","17875.0989419263","18769.506060763","19767.8893613468","21899.4292993844","23077.2112236653","13425.3674459601","19052.6224904311","22880.5123176079","24735.0754339022","26542.7065404295",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5735.73717884229","6089.48424998297","6408.44675922166","6515.62577946184","6638.63744428015","6798.5785398325","7097.21020895653","7320.64939706861","7539.61755452716","7687.21300592428","8165.19655200026","8329.58705953094","8467.78199607839","8795.2010721374","9537.64028006891","10080.2844092596","10714.2489757481","11302.332236008","11708.1247769686","11643.0279416409","12094.3916597467","12536.7435088675","12900.5703341074","12853.346726791","12737.7427533481","11749.1352519862","11651.8244564454","12173.6357196082","12879.8144646095","12876.3919608617","12163.8807016252","13446.2095121298","15045.958467255","15606.5739957707","16037.9184821832",
"Mexico","MEX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8578.16113061639","9078.92156896515","9470.00453276838","9040.82649305038","9466.25763571475","8933.08692782436","9496.10613380394","10182.5085722895","10756.2174973203","11030.5214325384","11704.3811052518","11738.7259429144","11761.8865901666","12066.1601262353","12657.8156092307","13260.2388186669","14541.6716295608","15031.86195805","15680.5761933269","15192.6241502056","15908.8603191799","17266.8129129167","18004.7935585757","18170.2647920555","18820.7991119337","19075.3384711297","20104.5839787472","20488.7150800441","20921.4775260265","20964.2774847073","19354.1248722314","20782.5877425331","23379.7338940539","24854.5822142309","25688.0964960445",
"Marshall Islands","MHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2102.34522649022","2130.52433241296","2293.41097487542","2451.52727452454","2616.64851957438","2857.74831698981","2583.00435395366","2434.03060134121","2422.27194751224","2400.34549125336","2489.96943780806","2700.27054583067","2825.24479927053","2824.27883367143","2879.90589671206","3016.70324372574","3110.05225553568","3309.39754112765","3118.23467102442","3253.15085940372","3473.40469896159","3536.56004235245","3589.66880383744","3845.00357492163","3931.34410649415","4125.1616927563","4366.25764216189","4719.31304926001","5232.2052487185","6045.06240789858","6136.97119702131","6705.87529163236","7332.30020846945","7532.17477322204","8198.12563302958",
"Middle income","MIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2448.02637961417","2565.08929652792","2681.53074517484","2801.64045577691","2935.16835894296","3087.64025818676","3283.41197542374","3457.32133596613","3494.96087688303","3629.21864529306","3862.97957363385","4041.03474553194","4236.34305951015","4508.93458748541","4921.12234844197","5365.42217506764","5912.51456007864","6509.77706612057","6938.90002237286","7186.26237317799","7755.86223674752","8310.69195063408","8825.01451290603","9242.50020130011","9564.14117857969","9716.37815924774","10092.6951432435","10617.925230335","11310.9863429235","11935.8277915271","11954.6576064487","13344.2070905246","14857.7324251218","16044.2519341124","17013.8008862931",
"North Macedonia","MKD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5346.51300107334","5205.6544201458","5032.1807175503","4827.65229645033","4878.53189276325","4910.835513465","5024.75844923053","5225.73572345117","5448.05722002764","5724.47173587882","6152.5882611831","6051.69101517432","6395.19347476289","6609.04327819964","7230.39504990083","7972.3107703441","8890.33979540059","9639.00548759835","10924.3276713102","11526.1244817859","11993.5315145202","12420.8316718237","12725.9258313986","13662.8105827007","14485.1242608763","15038.1859543119","16457.1942386203","17160.8894355187","18460.1193633742","20222.1972028646","19962.1686066623","22144.2461882858","24067.4939774976","24390.4603774085","26587.1518048423",
"Mali","MLI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","823.249944476562","932.357002884855","904.493007296312","935.596163755246","970.575215440717","978.614635901344","1044.09566929886","1088.372803515","1154.33069360641","1203.47647023671","1194.67503437542","1367.65757865055","1388.24813914805","1496.41646759567","1510.90528128815","1621.24445266641","1724.92622161218","1780.78644119963","1871.24168725189","1906.87675660163","1997.68294373356","2053.38313589339","2003.1747814705","2062.18261264161","2167.19371216906","2330.24293947692","2531.80496963482","2606.69607954141","2684.41122026577","2819.86582297259","2723.70094784441","2796.22793795431","3008.75554617553","3168.41334714498","3308.66948870441",
"Malta","MLT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10078.7670830217","10777.1117076477","11421.3370820725","12094.5515511758","12929.3724838772","13940.1769091077","14655.3334314691","15461.8157838088","16217.7990717381","16898.540281301","18210.6063335874","18437.0772565636","19532.0279556175","20815.4108567543","21568.6987417591","22227.4148621006","23224.0188775878","25012.5835964908","26653.8965187145","26767.9774084468","28912.3673064801","29426.0314264997","30716.1937571643","33138.1662633456","35205.7902358587","38379.0106589466","40999.0794825928","45763.1563625292","48177.3556388899","51391.8493505735","49987.8929839855","56805.2766131529","60489.4615184214","63084.7078352628","67364.4845717873",
"Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441.103287551543","446.583180495898","494.084437474581","529.208215546106","573.2919239637","617.896101429996","661.21806056089","701.627990142461","741.817471588137","824.781054002538","948.748285178047","1068.82590521952","1203.8263073429","1384.52851825947","1600.84105608585","1860.45413157633","2152.86730947026","2458.85746440138","2748.07921338491","3039.7998233771","3348.12889497049","3579.40482970626","3845.15284153671","4143.63012731959","4376.38833281274","4458.69054442659","4459.53981427471","4706.43248949598","5581.2769545815","6101.37245765709","5740.99045843992","5178.44718217164","5731.93787872459","5953.35735165913","5997.46516323715",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3686.7608163268","3968.90212176465","4137.36323969369","4176.48030547412","4232.11183215647","4337.69157791269","4567.52529252121","4690.06982839773","4886.71616524156","5058.78271742923","5366.24481348622","5520.99995749734","5673.46030737321","5804.79618708422","6284.98960974002","6638.87192593077","7051.51905719696","7502.44139584015","7722.14651575102","7798.42463619246","8094.75706225355","8121.18704900287","8311.24856202288","8293.21038762698","8187.55384563802","7892.09383475685","7996.55782043339","8323.09380229118","8681.2796018125","8688.16663679762","8759.52236214399","9293.23800084111","10230.4485950996","10708.7332432852","11030.4438150011",
"Montenegro","MNE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5797.25900086882","6168.47431425005","5683.25732517978","6002.5764111389","6772.28818455103","7100.30635177469","7341.27844094377","7842.50753015106","8313.65416335034","10458.6624501488","12462.2081375874","13816.5729192367","13021.7594887881","13633.6988304649","14466.2432860016","13845.6901397755","14837.2269792637","15323.4913668459","16271.9861609659","18110.2196143043","19568.5054747837","21368.2769936811","23958.2775935046","20827.4892978607","23843.4329399755","27597.0529627387","30601.4282509021","33379.792931582",
"Mongolia","MNG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3479.28734517544","3183.18477854027","2951.02362006574","2928.8379941034","3021.36094265206","3228.97369769259","3310.16087041222","3449.2343597122","3554.76886731218","3663.72711233942","3739.69666851051","3888.85528581332","4083.38422166067","4399.36537925014","4941.82663694262","5406.14341980278","5977.19688729951","6678.05474357637","7296.58073671622","7119.39424211884","7531.62557442648","8861.82052869304","10151.7217998165","10442.3850504493","10900.2305197857","10458.3027240524","10511.3831063141","11096.0375604239","12317.4824277695","13604.978943194","13693.179806943","14792.2509086422","16401.9894751531","18004.8512058355","19097.7314186395",
"Northern Mariana Islands","MNP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.038508723005","314.930038758303","291.989332751553","321.278518962215","326.441684464905","320.59989030495","349.731938684798","387.059044305483","422.267281574087","468.208668538029","471.967329761791","532.627310160456","580.040921427185","619.987510681772","673.345717268781","721.411761943486","798.387667642541","861.987682743539","916.155850233958","951.485453763858","1000.2411486648","1063.65543296311","1075.87786085361","1113.7525275929","1165.82826607505","1317.88785956822","1379.10740028691","1282.74965991801","1325.58695568953","1388.79707034446","1411.62040229911","1457.23540930922","1581.9441944262","1677.6810229235","1699.70503405145",
"Mauritania","MRT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2070.29062836393","2115.85368221029","2121.85768738424","2208.57261146681","2113.65838277241","2305.75519494391","2435.94646682424","2325.349106123","2354.93828978346","2410.67448386885","2303.66639707769","2279.72711478483","2295.8050099533","2446.69817773871","2570.29404911996","2809.03508145691","3341.70718354998","3278.27661394002","3235.99782161036","3158.74414286705","3177.84436561165","3270.86251341888","3464.97661099269","3831.04711012348","3865.1425867687","3977.61171275863","4682.70259690033","5353.06608810407","5429.23223059784","5610.13236713892","5740.73959690129","5836.56580821897","6484.82792721164","6946.19393340541","7271.34040477207",
"Mauritius","MUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5008.06946847702","5349.02167161419","5751.05340432113","6113.66073194066","6412.0641156753","6768.74433450017","7203.75985626982","7648.39501574525","8118.17145296082","8341.29548006976","9139.70367062111","9582.34102879466","9819.99036010262","10530.7507325579","11211.6476360929","11699.2476307207","12587.9717563576","13607.3326951543","14563.8887533797","15099.3502357442","15913.9099205525","16877.4651716884","17249.8932782975","18225.2375702488","19066.4430517664","20011.3333068005","21670.4566005949","22595.7290817609","23068.2409674878","24027.1189308354","21326.224396378","22737.5729410543","26556.0768591826","28923.352954675","31050.933959114",
"Malawi","MWI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.503430308209","731.940474913492","673.815977208792","745.682183261137","691.626134376847","825.454125717284","884.456346986538","915.279224971424","941.051496433226","960.710822989416","974.310137499677","924.056368279235","931.283507531356","979.038977932038","1032.80213909276","1070.93590957736","1124.4382691229","1230.56385441329","1311.44999791984","1387.78991561758","1457.60568309596","1516.2111831915","1464.04323957796","1558.11224745203","1505.55190404024","1403.08451209235","1409.95802703533","1380.23263621737","1363.79445595088","1450.01008064784","1513.45990803344","1687.59358179651","1778.30582146001","1829.5076892538","1859.44796067768",
"Malaysia","MYS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6886.63312520377","7582.56943094941","8223.80295937781","9018.06249369187","9806.47179132745","10720.2534691883","11709.2669994867","12469.3590063034","11398.0987122146","11979.6797141047","13027.2733386657","13071.5814138975","13656.0458904379","14387.2484914999","15415.8063402619","16371.4260817974","17426.361167892","18616.8070767617","19479.8799590564","18922.6459508418","20193.4092945433","21324.3594996498","22638.5406944009","23160.8924510627","24306.5212338415","24526.3942716012","25285.8213541391","26415.5960203287","27793.5674222948","28933.928297233","27474.7361378236","29822.8491831618","34366.2284812574","36416.5401853099","38728.9430329388",
"North America","NAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23525.824601832","23933.849513938","24943.9738743613","25898.0076227758","27194.6369758709","28177.4213178435","29384.3350093408","30849.0961549712","32212.7040012687","33862.636901858","35650.1695655424","36460.4035153865","37310.4496210096","38792.7098706605","40962.3935972911","43361.2490415255","45502.0143466911","47221.805396636","47768.0769059668","46376.9315920081","47800.9931335717","49199.8016626681","50775.2778839875","52403.75806746","54217.9772444619","55636.6896497619","56828.1260389573","58871.9595951654","61572.5505918721","63726.4133389726","62778.6348403293","69833.4948761015","76374.8179426874","80412.925454132","83613.3662224162",
"Namibia","NAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3875.47043210363","4191.70793418645","4451.93564355367","4344.62452101233","4376.06545249126","4509.12972910763","4611.75800032302","4764.34078064408","4851.59229388401","4961.12432656781","5128.61433644621","5196.15009836199","5433.26902723843","5692.63373752872","6479.76368965829","6766.5998120605","7373.75822211888","7874.93144508288","8124.81517886749","8079.38392286218","8538.19995395948","9002.23004537057","9363.76632318029","9699.2083777865","10365.3090596781","10465.8920558516","10200.1392609733","9887.9393548255","9853.73533646074","9609.48555672874","9354.13136713077","9709.09930646771","10662.7017045783","11251.2370332343","11686.6020624775",
"New Caledonia","NCL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","739.108850974286","737.528921327671","745.804310107439","742.107180797027","747.575677676837","756.545588583376","745.81084401481","745.105523925628","801.046939699916","783.183877091627","764.28188514316","809.387186909375","832.469364409205","836.978440593236","832.125196599523","888.304262543839","935.175329354286","954.892280110555","1010.43184621169","998.792501504778","1057.51100257385","1064.41917390361","1161.78908289767","1137.76904129571","1161.32515723793","1172.19178758955","1188.55709229837","1208.14609955266","1275.99643935327","1419.16805070193","1496.83350023022","1585.59922021188","1839.96909675903","1875.15306770628","2015.02282076047",
"Nigeria","NGA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016.63424677759","2037.76751010546","2124.22338764636","2074.60413066968","2026.21200884551","2013.40021990715","2081.16301762663","2123.23617310358","2145.70603220994","2131.83993094123","2229.06577778458","2349.44185628576","2677.28601987647","2851.04398807213","3111.1401597167","3322.01419839354","3533.04684735719","3762.20346362528","3981.65811697837","4209.21853192942","4474.60705075023","4676.40815119281","4737.10674439825","4973.78527551768","5252.15094956758","5189.45397195461","5022.33326703982","4996.89472791886","5083.17233102207","5362.40830757561","5353.70554899388","5491.70034068297","5948.72614706809","6207.42137845067","6439.81292158502",
"Nicaragua","NIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978.56634185883","1995.07739244574","2002.63909596783","1997.71247648842","2064.16920957975","2187.03441961012","2324.78174247433","2417.98618298174","2497.44940017119","2672.49228436112","2806.25937937345","2916.55168323761","2948.22979847883","3046.1086825849","3255.48515859924","3455.99273667007","3657.96749691494","3891.49984972345","4044.37612184283","3879.66988190397","4042.22071276517","4324.71007244238","4507.94302866696","4710.57243158513","5067.74639018687","5448.89226010317","5882.36645219746","6225.34702574846","5935.16693631386","5981.10876431466","6274.09456741388","7119.16923360042","7796.69362034144","8319.97944140996","8708.79983051626",
